src, des, distance, speed_min, speed_max, time_min, time_max, grade, grade_key, label
2683,2693,45.0768,39.0795,56.3563,0.799854,1.15346,0.125451,0,I-10L:I-10L:I-10L:I-10L:I-10L:I-10L:I-10L:I-10L:I-10L:I-10L
2693,2683,45.0768,41.5951,67.8,0.664849,1.0837,-0.125451,0,I-10R:I-10R:I-10R:I-10R:I-10R:I-10R:I-10R:I-10R:I-10R:I-10R
2693,2694,6.54162,30,61,0.10724,0.218054,-0.484053,-5,I-10L
2694,2693,6.54162,40.0443,60.2,0.108665,0.163359,0.484053,5,I-10R
2694,2695,1.28815,39.0698,56,0.0230027,0.0329705,0.472686,5,I-10L
2695,2694,1.28815,30,70,0.0184021,0.0429383,-0.472686,-5,I-10R
2695,2703,45.136,39.9867,60.15,0.75039,1.12877,0.000296312,0,I-10L:I-10L:I-10L:I-10L:I-10L:I-10L:I-10L:I-10L
2695,76358,6.92741,41.5951,67.8,0.102174,0.166544,0.0955998,0,US331R
2695,76359,0.942574,37.887,51.4,0.018338,0.0248786,1.39817,10,US331L
2703,2695,45.136,41.5951,67.8,0.665723,1.08513,-0.000296312,0,I-10R:I-10R:I-10R:I-10R:I-10R:I-10R:I-10R:I-10R
2703,2707,22.0338,40.5075,62.45,0.352823,0.543944,0.0429555,0,I-10L:I-10L:I-10L:I-10L
2703,62791,2.80235,38.5291,54.5,0.0514193,0.0727334,0.0157637,0,US231L:US231L
2703,72113,3.90215,41.5951,67.8,0.0575538,0.0938127,-0.0258722,0,US231R:US231R
2707,2703,22.0338,41.5951,67.8,0.324982,0.529721,-0.0429555,0,I-10R:I-10R:I-10R:I-10R
2770,2772,2.53344,33.5065,38,0.0666694,0.0756104,0.0662832,0,I-12L:I-12L
2772,2770,2.53344,41.5951,67.8,0.0373663,0.0609071,-0.0662832,0,I-12R:I-12R
2772,2784,35.4184,38.7903,55.3125,0.640333,0.913075,-0.0100977,0,I-12L:I-12L:I-12L:I-12L:I-12L:I-12L:I-12L:I-12L:I-12L:I-12L:I-12L:I-12L
2772,51293,2.11913,41.5951,67.8,0.0312556,0.0509466,-0.0849056,0,US61R:US61R
2772,51296,2.35591,32.3239,35.5,0.0663635,0.0728842,0.0305112,0,US61L:US61L
2784,2772,35.4184,41.5951,67.8,0.522396,0.851505,0.0100977,0,I-12R:I-12R:I-12R:I-12R:I-12R:I-12R:I-12R:I-12R:I-12R:I-12R:I-12R:I-12R
2784,2785,1.9133,37.7778,51,0.0375157,0.0506463,0.0174204,0,I-12L
2784,7919,0.752356,41.5951,67.8,0.0110967,0.0180876,-0.0925176,0,I-55R
2784,7920,1.95284,36.3158,46,0.0424531,0.053774,0.091842,0,I-55L
2785,2784,1.9133,41.5951,67.8,0.0282198,0.0459983,-0.0174204,0,I-12R
2785,2791,22.8511,38.0697,52.25,0.437341,0.600242,-0.0258295,0,I-12L:I-12L:I-12L:I-12L:I-12L:I-12L
2785,69593,1.70629,30.9677,32,0.0533216,0.055099,0.0645301,0,US51BusHamL
2785,81732,5.52033,41.5951,67.8,0.0814208,0.132716,-0.0837953,0,US51BusHamR:US51BusHamR:US51BusHamR
2791,2785,22.8511,41.5951,67.8,0.337036,0.549369,0.0258295,0,I-12R:I-12R:I-12R:I-12R:I-12R:I-12R
2791,2796,20.7335,36.6415,47.375,0.437647,0.565849,0.0122098,0,I-12L:I-12L:I-12L:I-12L:I-12L
2791,25664,2.45604,41.5951,67.8,0.0362248,0.0590464,0.0228584,0,LakePonCswy,US190R:LakePonCswy,US190R
2791,69604,3.29238,41.5951,67.8,0.0485602,0.0791531,0.00350095,0,US190R
2796,2629,1.81302,36.6234,47,0.0385749,0.0495044,0.264076,0,I-12L
2796,2791,20.7335,41.5951,67.8,0.305805,0.498461,-0.0122098,0,I-12R:I-12R:I-12R:I-12R:I-12R
2796,31224,1.73009,41.5951,67.8,0.0255176,0.0415936,-0.0930286,0,US11R:US11R
2796,31227,2.52424,35.4545,43.5,0.0580285,0.0711965,0.070431,0,US11L:US11L
3765,3766,2.69592,41.5951,67.8,0.0397628,0.0648134,0.0944995,0,I-20L
3766,3765,2.69592,41.5951,67.8,0.0397628,0.0648134,-0.0944995,0,I-20R
3766,3767,1.05664,30,65,0.0162561,0.0352215,-1.27738,-10,I-20L
3767,3766,1.05664,37.887,51.4,0.0205573,0.0278894,1.27738,10,I-20R
3767,3768,3.70164,39.7753,59,0.0627397,0.0930639,-0.0703351,0,I-20L
3768,3767,3.70164,41.5951,67.8,0.0545965,0.0889923,0.0703351,0,I-20R
3768,3769,2.02172,30,60,0.0336954,0.0673907,-0.542847,-5,I-20L
3769,3768,2.02172,40.0443,60.2,0.0335834,0.0504871,0.542847,5,I-20R
3769,3770,2.28303,40.0443,60.2,0.037924,0.0570124,0.555564,5,I-20,US259L
3769,72796,1.08969,41.5951,67.8,0.0160721,0.0261975,-0.242747,0,US259R
3770,3769,2.28303,30,70,0.0326146,0.0761008,-0.555564,-5,I-20,US259R
3770,3772,4.78724,38.9294,55.5,0.0862566,0.122973,0.00403692,0,I-20,US259L:I-20,US259L
3772,3770,4.78724,41.5951,67.8,0.0706083,0.115092,-0.00403692,0,I-20,US259R:I-20,US259R
3772,3777,20.7193,40.1648,60.975,0.339801,0.515858,0.0322466,0,I-20L:I-20L:I-20L:I-20L:I-20L
3772,58723,3.73044,36.3158,46,0.0810965,0.102722,0.463948,5,US259L
3777,3772,20.7193,41.5951,67.8,0.305595,0.49812,-0.0322466,0,I-20R:I-20R:I-20R:I-20R:I-20R
3777,3778,3.62076,30,63,0.0574724,0.120692,-0.470879,-5,I-20L
3777,49710,4.07451,30,70,0.0582072,0.135817,-0.450421,-5,US59R
3777,49714,3.99949,33.0254,37.25,0.107369,0.121103,-0.138822,0,US59L:US59L:US59L:US59L
3778,3777,3.62076,40.0443,60.2,0.0601456,0.0904189,0.470879,5,I-20R
3778,3779,3.19431,40.0443,60.2,0.0530617,0.0797694,0.535106,5,I-20L
3779,3778,3.19431,30,70,0.045633,0.106477,-0.535106,-5,I-20R
3779,3780,4.68477,40.6452,63,0.0743615,0.11526,-0.39408,0,I-20L
3780,3779,4.68477,41.5951,67.8,0.069097,0.112628,0.39408,0,I-20R
3780,3781,4.47275,40.2198,61,0.0733238,0.111208,0.0735603,0,I-20,US80L
3780,58739,1.43465,40.0443,60.2,0.0238313,0.0358265,0.936488,5,US80R
3781,3780,4.47275,41.5951,67.8,0.0659698,0.107531,-0.0735603,0,I-20,US80R
3781,3784,6.6258,37.3481,49.75,0.133182,0.177407,-0.224865,0,I-20L:I-20L:I-20L
3781,58742,1.38715,37.4299,50.25,0.027605,0.0370599,-0.103204,0,US80L:US80L:US80L
3784,3781,6.6258,41.5951,67.8,0.0977257,0.159293,0.224865,0,I-20R:I-20R:I-20R
3784,3785,1.80417,36,45,0.0400928,0.0501159,0.639614,5,I-20L
3785,3784,1.80417,30,70,0.0257739,0.0601391,-0.639614,-5,I-20R
3785,3788,6.23422,37.5974,50.5,0.12345,0.165815,-0.0169053,0,I-20L:I-20L:I-20L
3785,58482,0.15356,37.887,51.4,0.00298754,0.0040531,1.26543,10,US79,US80R
3785,58487,10.457,33.8624,39.375,0.265573,0.308807,-0.00339078,0,US79,US80L:US79,US80L:US79,US80L:US79,US80L:US79,US80L
3788,3785,6.23422,41.5951,67.8,0.0919501,0.149879,0.0169053,0,I-20R:I-20R:I-20R
3788,3791,4.07997,32.3626,35.25,0.115744,0.12607,-0.160285,0,I-20L:I-20L:I-20L
3788,18350,1.22983,30,56,0.0219612,0.0409943,-0.661489,-5,I-220L
3788,23918,0.980761,30,56,0.0175136,0.032692,-0.616974,-5,LA3132L
3791,3788,4.07997,41.5951,67.8,0.0601765,0.0980877,0.160285,0,I-20R:I-20R:I-20R
3791,3792,0.576066,32.3077,35,0.016459,0.0178306,0.143029,0,I-20L
3791,23922,4.40793,41.5951,67.8,0.0650138,0.105972,-0.0286088,0,US171R:US171R
3791,58487,0.309838,30.9677,32,0.00968243,0.0100052,1.10368,10,US171L
3792,3791,0.576066,41.5951,67.8,0.00849656,0.0138494,-0.143029,0,I-20R
3792,3793,0.495328,33.1343,37,0.0133873,0.0149491,0.403941,0,I-20L
3792,58487,0.389402,40.0443,60.2,0.00646848,0.00972428,0.666543,5,US79,US80R
3792,58489,0.994865,34.7647,41.5,0.0239727,0.0286171,-0.0983028,0,US79,US80L:US79,US80L
3793,3792,0.495328,41.5951,67.8,0.00730573,0.0119083,-0.403941,0,I-20R
3793,3794,0.704397,30,45,0.0156533,0.0234799,-0.76051,-5,I-20L
3794,3793,0.704397,40.0443,60.2,0.0117009,0.0175904,0.76051,5,I-20R
3794,3795,0.466893,36,45,0.0103754,0.0129693,0.412572,0,I-20L
3794,7827,1.05652,30,70,0.0150932,0.0352174,-0.544675,-5,I-49R
3795,3794,0.466893,41.5951,67.8,0.00688633,0.0112247,-0.412572,0,I-20R
3795,3796,0.492445,41,41,0.0120109,0.0120109,-1.84306,-15,I-20L
3796,3795,0.492445,30,45.8,0.0107521,0.0164148,1.84306,15,I-20R
3796,3797,0.427961,33.1343,37,0.0115665,0.0129159,0.377652,0,I-20L
3797,3796,0.427961,41.5951,67.8,0.00631211,0.0102887,-0.377652,0,I-20R
3797,3798,0.577823,30,38,0.0152059,0.0192608,-0.546725,-5,I-20,US71L
3797,56358,0.406883,31.875,34,0.0119671,0.0127649,-0.112857,0,US71L
3798,3797,0.577823,40.0443,60.2,0.00959839,0.0144296,0.546725,5,I-20,US71R
3798,3799,0.439848,35,42,0.0104726,0.0125671,-0.168535,0,I-20,US71L
3799,3798,0.439848,41.5951,67.8,0.00648743,0.0105745,0.168535,0,I-20,US71R
3799,3800,0.598745,37.2152,49,0.0122193,0.0160887,1.01366,10,I-20,US71L
